base_slug,variant_slugs,name,types,sets,legal_heroes,legal_formats,keywords,implemented_by_registry,implemented_by_manual_trigger,has_functional_text,parseable_by_text_parser,in_generated_decks,priority_tier,priority_score,implementation_bucket
pilfer_the_tomb,pilfer_the_tomb_blue,Pilfer the Tomb,Instant,CompendiumOfRathe,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
pitfall_trap,pitfall_trap_yellow,Pitfall Trap,DefenseReaction,CrucibleOfWar|LexiBlitzDeck|Promos,Azalea|Lexi|Marlynn|Riptide,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
plan_for_the_worst,plan_for_the_worst_blue,Plan for the Worst,Action,Rosetta,Azalea|Lexi|Marlynn|Riptide,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
plasma_mainline,plasma_mainline_red,Plasma Mainline,Action,Dynasty,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
plume_of_evergrowth,plume_of_evergrowth,Plume of Evergrowth,Equipment,BriarBlitzDeck|Promos|TalesOfAria,Briar|Florian|Jarl|Oldhim|Starvo|Taylor|Terra|Verdance,Blitz|Clash|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
poison_the_well,poison_the_well_blue,Poison the Well,Instant,DuskTillDawn|Promos,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
potion_of_deja_vu,potion_of_deja_vu_blue,Potion of Déjà Vu,Action,Everfest,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
powder_keg,powder_keg_blue,Powder Keg,Action,Dynasty,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
preach_modesty,preach_modesty_red,Preach Modesty,Action,HighSeas,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
proclamation_of_abundance,proclamation_of_abundance,Proclamation of Abundance,Equipment,Promos,Brutus|Librarian|Taipanis|Taylor|Theryon,Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
proclamation_of_combat,proclamation_of_combat,Proclamation of Combat,Equipment,Promos,Brutus|Librarian|Taipanis|Taylor|Theryon,Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
proclamation_of_production,proclamation_of_production,Proclamation of Production,Equipment,Promos,Brutus|Librarian|Taipanis|Taylor|Theryon,Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
proclamation_of_requisition,proclamation_of_requisition,Proclamation of Requisition,Equipment,Promos,Brutus|Librarian|Taipanis|Taylor|Theryon,Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
professor_teklovossen,professor_teklovossen,Professor Teklovossen,Hero,Promos|RoundTheTable,Teklovossen,Blitz|Clash|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
provoke,provoke_blue,Provoke,AttackReaction,TheHunted,Boltyn|Dorinthea|Fang|Hala|Kassai|Olympia,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
prowess_of_agility,prowess_of_agility_blue,Prowess of Agility,Action,TheHunted,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
pry,pry_blue|pry_red|pry_yellow,Pry,Action,Everfest,Blaze|Broscilio|Emperor|Iyslander|Kano|Oscilio|Verdance,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
pulsing_cardia,pulsing_cardia_blue|pulsing_cardia_red|pulsing_cardia_yellow,Pulsing Cardia,Action,OmensOfTheThirdAge,Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
pursuit_of_knowledge,pursuit_of_knowledge_blue,Pursuit of Knowledge,Action,ArcaneRising|Promos,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
push_the_point,push_the_point_blue|push_the_point_red|push_the_point_yellow,Push the Point,Action,ArcaneRising,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
put_in_context,put_in_context_blue,Put in Context,DefenseReaction,CindraBlitzDeck|DorintheaSilverAgeDeck|EnigmaSilverAgeDeck|Promos|TheHunted,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
pyroglyphic_protection,pyroglyphic_protection_blue|pyroglyphic_protection_red|pyroglyphic_protection_yellow,Pyroglyphic Protection,Action,Everfest,Blaze|Broscilio|Emperor|Iyslander|Kano|Oscilio|Verdance,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
quiver_of_rustling_leaves,quiver_of_rustling_leaves,Quiver of Rustling Leaves,Equipment,Outsiders,Azalea|Lexi|Marlynn|Riptide|Taylor,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
radiant_forcefield,radiant_forcefield_yellow,Radiant Forcefield,Instant,DuskTillDawn,Boltyn|Librarian|Prism|Theryon,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rain_razors,rain_razors_yellow,Rain Razors,Instant,Everfest,Azalea|Lexi|Marlynn|Riptide,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rainbow_goo_trap,rainbow_goo_trap_red,Rainbow Goo Trap,DefenseReaction,CompendiumOfRathe|GEM,Azalea|Lexi|Marlynn|Riptide,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rally_the_coast_guard,rally_the_coast_guard_blue|rally_the_coast_guard_red|rally_the_coast_guard_yellow,Rally the Coast Guard,Action,HighSeas,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rally_the_rearguard,rally_the_rearguard_blue|rally_the_rearguard_red|rally_the_rearguard_yellow,Rally the Rearguard,Action,ArmoryDeckKayo|HeavyHitters|KayoBlitzDeck|LeviaBlitzDeck|Monarch|VictorBlitzDeck,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rampart_of_the_rams_head,rampart_of_the_rams_head,Rampart of the Ram's Head,Equipment,GEM|Promos|TalesOfAria,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Taylor|Terra|Valda|Victor|Yoji,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rapid_reflex,rapid_reflex_blue|rapid_reflex_red|rapid_reflex_yellow,Rapid Reflex,AttackReaction,Uprising,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
ray_of_hope,ray_of_hope_yellow,Ray of Hope,Instant,Monarch|Promos,Boltyn|Librarian|Prism|Theryon,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
reality_refractor,reality_refractor,Reality Refractor,Weapon,DuskTillDawn,Dromai|Enigma|Prism|Zyggy,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
reaping_blade,reaping_blade,Reaping Blade,Weapon,CrucibleOfWar|HistoryPack1|Promos|ViseraiSilverAgeDeck,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
recede_to_mistform,recede_to_mistform_blue,Recede to Mistform,Instant,CompendiumOfRathe,Enigma|Nuu|Zen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
reckless_arithmetic,reckless_arithmetic_blue,Reckless Arithmetic,Action,CompendiumOfRathe,Kayo|Levia|RKO|Rhinar|Tuffnut,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
redwood_hammer,redwood_hammer,Redwood Hammer,Weapon,FirstStrikeTerra|Promos,Jarl|Oldhim|Starvo|Terra,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
reincarnate,reincarnate_blue|reincarnate_red|reincarnate_yellow,Reincarnate,Action,Dynasty,Kayo|Levia|RKO|Rhinar|Tuffnut,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
reinforce_steel,reinforce_steel_blue|reinforce_steel_red|reinforce_steel_yellow,Reinforce Steel,Action,Dynasty,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
remembrance,remembrance_yellow,Remembrance,Instant,Promos|WelcomeToRathe,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
renounce_violence,renounce_violence_blue,Renounce Violence,Instant,SuperSlam,Pleiades|Tuffnut,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
reya_the_unyielding,reya_the_unyielding,"Reya, the Unyielding",Hero,SmashPalace,Reya,Clash|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rift_breaker,rift_breaker_blue|rift_breaker_red|rift_breaker_yellow,Rift Breaker,Action,OmensOfTheThirdAge,Aurora|Aurora2|Briar|Broscilio|Lexi|Oscilio|Starvo|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rifting,rifting_blue|rifting_red|rifting_yellow,Rifting,Action,ArcaneRising,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
right_behind_you,right_behind_you_blue|right_behind_you_red|right_behind_you_yellow,Right Behind You,Action,SuperSlam,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rip_up_their_virtues,rip_up_their_virtues_blue,Rip Up Their Virtues,Instant,SuperSlam,Lyath|RKO,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
ripple_away,ripple_away_blue,Ripple Away,Action,HeavyHitters|Promos,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rise_above,rise_above_blue|rise_above_red|rise_above_yellow,Rise Above,DefenseReaction,Monarch,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rising_energy,rising_energy_blue|rising_energy_red|rising_energy_yellow,Rising Energy,Action,HeavyHitters|KassaiBlitzDeck|OlympiaBlitzDeck,Betsy|Bolfar|Boltyn|Bravo|Brevant|Crix|Dorinthea|Emperor|Fang|Hala|Jarl|Kassai|Kox|Lyath|Oldhim|Olympia|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rising_solartide,rising_solartide_blue|rising_solartide_red|rising_solartide_yellow,Rising Solartide,Action,BoltynBlitzDeck|Monarch,Boltyn|Librarian|Prism|Theryon,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rockslide_trap,rockslide_trap_blue,Rockslide Trap,DefenseReaction,CrucibleOfWar|Promos,Azalea|Lexi|Marlynn|Riptide,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rockyard_rodeo,rockyard_rodeo_blue,Rockyard Rodeo,Action,CompendiumOfRathe,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
rotwood_reaper,rotwood_reaper,Rotwood Reaper,Weapon,FlorianBlitzDeck|Promos|Rosetta,Briar|Florian,Blitz|Clash|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
run_into_trouble,run_into_trouble_red,Run into Trouble,Block,HeavyHitters|KayoBlitzDeck|Promos,Boltyn|Dorinthea|Emperor|Fang|Hala|Kassai|Kayo|Levia|Olympia|RKO|Rhinar|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
run_roughshod,run_roughshod_blue,Run Roughshod,Action,ArmoryDeckKayo|KayoSilverAgeDeck,Kayo|Levia|RKO|Rhinar|Tuffnut,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
runaways,runaways,Runaways,Equipment,AuroraBlitzDeck|Rosetta|TalesOfAria,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
salt_the_wound,salt_the_wound_yellow,Salt the Wound,Action,BenjiBlitzDeck|CrucibleOfWar|FaiSilverAgeDeck|HistoryPack1|IraWelcomeDeck|RoundTheTable,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
salvage_shot,salvage_shot_blue|salvage_shot_red|salvage_shot_yellow,Salvage Shot,Action,ArcaneRising|AzaleaBlitzDeck|HighSeas|HistoryPack1|RiptideBlitzDeck,Azalea|Lexi|Marlynn|Riptide,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
